Number of Bus,Name of Bus,ID,EIA plant code_gen ID,Start-Up Costs ($/MW of capacity/start),Shut-Down Costs ($/MW/shutdown),Cold Start-Up Time (hours),Warm Start-Up Time (hours),Hot Start-Up Time (hours),Minimum Up Time (hours),Minimum Down Time (hours),Ramp Rate Up and Down (%/min) , Variable O&M Costs ($/MWh),Fuel Costs ($/MMBtu),Sub Num of Bus,Status,Gen MW,Gen Mvar,Min MW,Max MW,AGC,# Cost Curve Points,IOB,IOC,Variable O&M,Fuel Cost,IOD,AVR,RegBus Num,Fuel Type,Set Volt,Min Mvar,Max Mvar,Enforce MW Limits,Part. Factor,Cost Model
210337,TEMPLE 7 3,1,58001_STG-2,85,8.5,6,6,4,840,0,0.1667,,,3576,Closed,148,-26.08,92.87,312,YES,10,0,0,0,3.416,0,YES,210335,NG (Natural Gas),1.036,-81.77,158.81,YES,312,Piecewise Linear
210338,TEMPLE 7 4,1,58001_CTG-1,85,8.5,6,6,4,840,0,0.1667,,,3576,Closed,211,-26.08,91.66,211,YES,6,0,0,0,3.119,0,YES,210335,NG (Natural Gas),1.036,-72.01,107.4,YES,211,Piecewise Linear
210339,TEMPLE 7 5,1,58001_CTG-2,85,8.5,6,6,4,840,0,0.1667,,,3576,Closed,211,20.15,53.7,211,YES,6,0,0,0,2.86,0,YES,210339,NG (Natural Gas),1.04,-70.93,107.4,YES,211,Piecewise Linear
210340,TEMPLE 7 6,1,58001_CTG-3,85,8.5,6,6,4,840,0,0.1667,,,3576,Closed,211,17.53,52.77,211,YES,6,0,0,0,3.332,0,YES,210340,NG (Natural Gas),1.04,-54.69,107.4,YES,211,Piecewise Linear
210341,TEMPLE 7 7,1,58001_CTG-4,85,8.5,6,6,4,840,0,0.1667,,,3576,Closed,211,17.83,64.89,211,YES,6,0,0,0,3.298,0,YES,210341,NG (Natural Gas),1.04,-66.88,107.4,YES,211,Piecewise Linear
210346,GOLDTHWAITE 6 5,1,58321_1,0,0,0,0,0,6000,0,0.1667,,,3577,Closed,44.88,-37.68,0,44.88,YES,10,0,0,0,1,0,YES,210342,WND (Wind),1.04,-37.68,73.47,YES,150,Piecewise Linear
210349,COMANCHE 4 3,1,59442_1,0,0,0,0,0,6000,0,0.1667,,,3578,Closed,96.75,-51.57,0,96.75,YES,10,0,0,0,1,0,YES,210349,WND (Wind),1.04,-51.57,60.12,YES,200.1,Piecewise Linear
210351,FORT HOOD 6 2,1,60774_GEN1,0,0,0,0,0,6000,0,1,,,3579,Open,0,0,0,0,YES,5,0,0,0,1,0,YES,210351,SUN (Solar),1.04,-4.73,7.63,YES,15.4,Piecewise Linear
210354,PRIDDY 4 3,1,61212_FTWI,0,0,0,0,0,0,0,1,,,3580,Closed,106.57,-55.75,0,106.57,YES,10,0,0,0,1,0,YES,210354,WND (Wind),1.04,-55.75,76.6,YES,200,Piecewise Linear
210358,EDDY 2 2,1,61874_GEN1,0,0,0,0,0,0,0,0.1667,,,3582,Open,0,0,0,0,YES,5,0,0,0,1,0,YES,210358,SUN (Solar),1.04,-2.62,4.64,YES,10,Piecewise Linear
220123,WICKETT 1 5,1,3494_CT1,35,3.5,1,1,1,840,0,1,,0.25,3699,Closed,6.98,-4.48,6.98,64,YES,10,0,0,0,3.373,0,YES,220123,NG (Natural Gas),1.04,-20.07,32.58,YES,64,Piecewise Linear
220124,WICKETT 1 6,1,3494_CT2,35,3.5,1,1,1,840,0,1,,0.25,3699,Closed,11.24,-4.05,11.24,64,YES,10,0,0,0,3.205,0,YES,220124,NG (Natural Gas),1.04,-18.48,32.58,YES,64,Piecewise Linear
220125,WICKETT 1 7,1,3494_CT3,35,3.5,1,1,1,840,0,1,,0.25,3699,Closed,13.97,-3.5,13.97,64,YES,10,0,0,0,3.31,0,YES,220125,NG (Natural Gas),1.04,-20.07,32.58,YES,64,Piecewise Linear
220126,WICKETT 1 8,1,3494_CT4,35,3.5,1,1,1,840,0,1,,0.25,3699,Closed,10.21,-5.54,10.21,64,YES,10,0,0,0,3.106,0,YES,220126,NG (Natural Gas),1.04,-19.7,32.58,YES,64,Piecewise Linear
220127,WICKETT 1 9,1,3494_CT5,35,3.5,1,1,1,840,0,1,,0.25,3699,Closed,29.93,-5.2,29.93,65,YES,10,0,0,0,3.511,0,YES,220127,NG (Natural Gas),1.04,-18.86,33.09,YES,65,Piecewise Linear
220132,BIG SPRING 8 5,1,52176_GEN1,85,8.5,6,6,4,840,0,1,,,3700,Closed,31.96,-13.12,31.96,71,YES,9,0,0,0,2.931,0,YES,220132,NG (Natural Gas),1.04,-24.17,36.14,YES,71,Piecewise Linear
220133,BIG SPRING 8 6,1,52176_GEN2,85,8.5,6,6,4,840,0,1,,,3700,Closed,17.65,-15.35,17.65,71,YES,9,0,0,0,3.033,0,YES,220133,NG (Natural Gas),1.04,-20.18,36.14,YES,71,Piecewise Linear
220134,BIG SPRING 8 7,1,52176_GEN3,85,8.5,6,6,4,840,0,,,,3700,Closed,10.37,-12.77,10.37,70,YES,9,0,0,0,3.523,0,YES,220134,NG (Natural Gas),1.04,-19.86,35.63,YES,70,Piecewise Linear
220136,BIG SPRING 9 2,1,54979_WIND,0,0,0,0,0,6000,0,1,,,3701,Closed,21.15,10.78,0,21.15,YES,10,0,0,0,1,0,YES,220136,WND (Wind),1.04,-9.21,16.9,YES,34.3,Piecewise Linear
220142,ODESSA 18 2,1,55215_STG1,85,8.5,6,6,4,840,0,0.1667,,,3703,Closed,206,-2.99,52.1,206,YES,7,0,0,0,2.868,0,YES,220141,NG (Natural Gas),1.04,-58.06,104.85,YES,206,Piecewise Linear
220143,ODESSA 18 3,1,55215_STG2,85,8.5,6,6,4,840,0,0.1667,,,3703,Closed,204.9,-2.99,30.96,204.9,YES,7,0,0,0,3.053,0,YES,220141,NG (Natural Gas),1.04,-51.35,104.29,YES,204.9,Piecewise Linear
220144,ODESSA 18 4,1,55215_CTG1,85,8.5,6,6,4,840,0,0.1667,,,3703,Closed,57.97,-0.57,57.97,162,YES,5,0,0,0,3.329,0,YES,220144,NG (Natural Gas),1.04,-42.99,82.46,YES,162,Piecewise Linear
220145,ODESSA 18 5,1,55215_CTG2,85,8.5,6,6,4,840,0,0.1667,,,3703,Closed,60.24,-0.41,60.24,153.5,YES,5,0,0,0,3.29,0,YES,220145,NG (Natural Gas),1.04,-52.05,78.13,YES,153.5,Piecewise Linear
220146,ODESSA 18 6,1,55215_CTG3,85,8.5,6,6,4,840,0,0.1667,,,3703,Closed,145.3,-0.33,31.7,145.3,YES,5,0,0,0,3.445,0,YES,220146,NG (Natural Gas),1.04,-42.13,73.96,YES,145.3,Piecewise Linear
220147,ODESSA 18 7,1,55215_CTG4,85,8.5,6,6,4,840,0,0.1667,,,3703,Closed,143.7,0.66,65.26,143.7,YES,5,0,0,0,3.347,0,YES,220147,NG (Natural Gas),1.04,-41.36,73.14,YES,143.7,Piecewise Linear
220149,MC CAMEY 2 2,1,55581_EXIS,0,0,0,0,0,6000,0,1,,,3704,Closed,250.2,-57.65,0,250.2,YES,10,0,0,0,1,0,YES,220148,WND (Wind),1.037,-87.09,94.26,YES,278,Piecewise Linear
220151,IRAAN 3 2,1,55747_NWP2,0,0,0,0,0,6000,0,1,,,3705,Closed,45.62,9.29,0,45.62,YES,10,0,0,0,1,0,YES,220151,WND (Wind),1.04,-26.94,35.03,YES,82.5,Piecewise Linear
220153,IMPERIAL 1 2,1,55795_1,0,0,0,0,0,0,0,1,,,3706,Closed,18.41,-14.15,0,18.41,YES,10,0,0,0,1,0,YES,220153,WND (Wind),1.04,-21.09,36.25,YES,78,Piecewise Linear
220156,IMPERIAL 2 3,1,55796_1,0,0,0,0,0,0,0,1,,,3707,Closed,73.75,-21.82,0,73.75,YES,10,0,0,0,1,0,YES,220156,WND (Wind),1.04,-21.82,35.97,YES,82,Piecewise Linear
220159,IRAAN 4 3,1,55992_1,0,0,0,0,0,6000,0,1,,,3708,Closed,38.29,-42.55,0,38.29,YES,10,0,0,0,1,0,YES,220159,WND (Wind),1.04,-52.96,78.81,YES,167.7,Piecewise Linear
220162,ODESSA 19 3,1,56349_ST1,85,8.5,6,6,4,840,0,12,3.5,2,3709,Closed,17.48,-0.09,17.48,98.1,YES,5,0,0,0,2.91,0,YES,220162,NG (Natural Gas),1.04,-32.75,49.93,YES,98.1,Piecewise Linear
220163,ODESSA 19 4,1,56349_ST2,85,8.5,6,6,4,840,0,12,3.5,2,3709,Closed,42.36,-0.1,42.36,98.1,YES,5,0,0,0,3.189,0,YES,220163,NG (Natural Gas),1.04,-27.26,49.93,YES,98.1,Piecewise Linear
220164,ODESSA 19 5,1,56349_CT1A,85,8.5,6,6,4,840,0,12,3,1.5,3709,Closed,21.43,-0.15,21.43,70,YES,9,0,0,0,3.112,0,YES,220164,NG (Natural Gas),1.04,-19.22,35.63,YES,70,Piecewise Linear
220165,ODESSA 19 6,1,56349_CT1B,85,8.5,6,6,4,840,0,0.1667,,,3709,Closed,10.28,0.01,10.28,70,YES,9,0,0,0,3.278,0,YES,220165,NG (Natural Gas),1.04,-19.49,35.63,YES,70,Piecewise Linear
220166,ODESSA 19 7,1,56349_CT2A,85,8.5,6,6,4,840,0,0.1667,,,3709,Closed,10.7,0.1,10.7,68,YES,9,0,0,0,3.451,0,YES,220166,NG (Natural Gas),1.04,-19.54,34.61,YES,68,Piecewise Linear
220167,ODESSA 19 8,1,56349_CT2B,85,8.5,6,6,4,840,0,0.1667,,,3709,Closed,12.21,-0.06,12.21,68,YES,9,0,0,0,3.179,0,YES,220167,NG (Natural Gas),1.04,-17.44,34.61,YES,68,Piecewise Linear
220169,FORSAN 3 2,1,56394_1,0,0,0,0,0,6000,0,0.1667,,,3710,Closed,24.67,-6.88,0,24.67,YES,10,0,0,0,1,0,YES,220169,WND (Wind),1.04,-37.22,61.9,YES,124.2,Piecewise Linear
220171,FORSAN 4 2,1,56479_2,0,0,0,0,0,6000,0,0.1667,,,3711,Closed,53.08,-10.77,0,53.08,YES,10,0,0,0,1,0,YES,220171,WND (Wind),1.04,-30,31.21,YES,90,Piecewise Linear
220174,LENORAH 1 3,1,56644_1,0,0,0,0,0,6000,0,0.1667,,,3712,Closed,107.93,-30.35,0,107.93,YES,10,0,0,0,1,0,YES,220172,WND (Wind),1.041,-30.35,45.9,YES,120,Piecewise Linear
220176,BIG SPRING 10 2,1,56776_1,0,0,0,0,0,6000,0,12,,,3713,Closed,107.93,15.14,0,107.93,YES,10,0,0,0,1,0,YES,220176,WND (Wind),1.04,-31.54,42.57,YES,120,Piecewise Linear
220178,IRAAN 5 2,1,56779_1,0,0,0,0,0,6000,0,12,,,3714,Closed,88.47,-25.48,0,88.47,YES,5,0,0,0,1,0,YES,220178,WND (Wind),1.04,-45.62,73.44,YES,150,Piecewise Linear
220181,FORSAN 5 3,1,56783_1,0,0,0,0,0,6000,0,12,,,3715,Closed,24.21,-20.19,0,24.21,YES,10,0,0,0,1,0,YES,220181,WND (Wind),1.04,-39.73,52.41,YES,121.9,Piecewise Linear
220183,FORSAN 6 2,1,56920_1,0,0,0,0,0,6000,0,0.1667,,,3716,Closed,72.85,-7.93,0,72.85,YES,10,0,0,0,1,0,YES,220183,WND (Wind),1.04,-41.65,55,YES,142.5,Piecewise Linear
220186,FORSAN 7 3,1,56921_1,0,0,0,0,0,6000,0,0.1667,,,3717,Closed,64.55,-24.16,0,64.55,YES,10,0,0,0,1,0,YES,220186,WND (Wind),1.04,-33.48,53.5,YES,115.5,Piecewise Linear
220188,FORSAN 8 2,1,56959_OWF,0,0,0,0,0,6000,0,0.1667,,,3718,Closed,13.43,1.07,0,13.43,YES,10,0,0,0,1,0,YES,220188,WND (Wind),1.04,-18.65,19.55,YES,58.8,Piecewise Linear
220191,GOLDSMITH 4 3,1,56961_BATT,0,0,0,0,0,6000,0,0.1667,,,3719,Closed,9.18,4.01,9.18,36,YES,5,0,0,0,7.5,0,YES,220191,OTH (Other),1.04,-12.6,15.43,YES,36,Piecewise Linear
220191,GOLDSMITH 4 3,2,56961_VESTA,0,0,0,0,0,6000,0,0.1667,,,3719,Closed,63.07,4.01,0,63.07,YES,10,0,0,0,1,0,YES,220191,WND (Wind),1.04,-31.41,38.38,YES,92.5,Piecewise Linear
220192,GOLDSMITH 4 4,1,56961_GE,0,0,0,0,0,6000,0,0.1667,,,3719,Closed,35.27,5.19,0,35.27,YES,10,0,0,0,1,0,YES,220192,WND (Wind),1.04,-17,24.96,YES,60,Piecewise Linear
220195,FORT STOCKTON 3 2,1,57415_1,0,0,0,0,0,6000,0,1,,,3720,Closed,81.03,-43.79,0,81.03,YES,10,0,0,0,1,0,YES,220195,WND (Wind),1.04,-43.79,45.26,YES,145,Piecewise Linear
220198,GOLDSMITH 5 2,1,58471_CTG1,110,11,1,1,1,840,0,0.1667,,,3721,Closed,150,-8.23,40.08,150,YES,10,0,0,0,3.469,0,YES,220198,NG (Natural Gas),1.04,-41.58,76.35,YES,150,Piecewise Linear
220199,GOLDSMITH 5 3,1,58471_CTG2,110,11,1,1,1,840,0,0.1667,,,3721,Closed,150,-7.4,61.41,150,YES,10,0,0,0,3.134,0,YES,220199,NG (Natural Gas),1.04,-41.43,76.35,YES,150,Piecewise Linear
220201,PRESIDIO 4 2,1,58488_1,0,0,0,0,0,6000,0,0.1667,,,3722,Open,0,0,0,0,YES,5,0,0,0,1,0,YES,220201,SUN (Solar),1.04,-2.77,4.94,YES,10,Piecewise Linear
220203,SARAGOSA 1 2,1,58710_BRLA,0,0,0,0,0,6000,0,0.1667,,,3723,Open,0,0,0,0,YES,10,0,0,0,1,0,YES,220203,SUN (Solar),1.04,-10.52,12.57,YES,30.2,Piecewise Linear
220206,MC CAMEY 3 3,1,59206_OCIA6,0,0,0,0,0,6000,0,0.1667,,,3724,Open,0,0,0,0,YES,5,0,0,0,1,0,YES,220206,SUN (Solar),1.04,-30.63,45.23,YES,116,Piecewise Linear
220209,ACKERLY 2 2,1,59332_MSCRK,0,0,0,0,0,6000,0,>12,,,3725,Closed,190.08,27.63,0,190.08,YES,10,0,0,0,1,0,YES,220209,WND (Wind),1.04,-65.8,88.21,YES,211.2,Piecewise Linear
220214,GARDEN CITY 3 5,1,59943_1,0,0,0,0,0,6000,0,0.1667,,,3726,Closed,186.48,-42.93,0,186.48,YES,10,0,0,0,1,0,YES,220214,WND (Wind),1.04,-69.89,75.76,YES,207.2,Piecewise Linear
220216,GARDEN CITY 4 2,1,59972_BRKAT,0,0,0,0,0,0,0,0.1667,,,3727,Closed,108.78,-12.04,0,108.78,YES,10,0,0,0,1,0,YES,220215,WND (Wind),1.043,-55.83,71.75,YES,196.7,Piecewise Linear
220219,SARAGOSA 2 2,1,59994_ROSEK,0,0,0,0,0,6000,0,1,,,3728,Open,0,0,0,0,YES,10,0,0,0,1,0,YES,220219,SUN (Solar),1.04,-44.45,48.84,YES,157.5,Piecewise Linear
220222,FORT STOCKTON 4 2,1,60044_BKTH1,0,0,0,0,0,0,0,1,,,3729,Open,0,0,0,0,YES,5,0,0,0,1,0,YES,220221,SUN (Solar),1.033,-52.43,81.48,YES,202,Piecewise Linear
220225,MC CAMEY 4 3,1,60123_BAT1,0,0,0,0,0,0,0,>12,,,3730,Closed,1.53,-3.27,1.53,9.9,YES,5,0,0,0,10,0,YES,220225,OTH (Other),1.04,-3.27,3.6,YES,9.9,Piecewise Linear
220225,MC CAMEY 4 3,2,60123_CGAP,0,0,0,0,0,0,0,1,,,3730,Open,0,0,0,0,YES,10,0,0,0,1,0,YES,220225,SUN (Solar),1.04,-52.98,72.54,YES,180,Piecewise Linear
220228,LAMESA 2 2,1,60372_LSPV1,0,0,0,0,0,6000,0,12,,,3731,Open,0,0,0,0,YES,10,0,0,0,1,0,YES,220228,SUN (Solar),1.04,-28.38,38.99,YES,100,Piecewise Linear
220230,MC CAMEY 5 2,1,60436_1,0,0,0,0,0,6000,0,0.1667,,,3732,Open,0,0,0,0,YES,10,0,0,0,1,0,YES,220230,SUN (Solar),1.04,-29.66,50.21,YES,118.5,Piecewise Linear
220234,MC CAMEY 6 2,1,60581_UCTX,0,0,0,0,0,6000,0,0.1667,,,3734,Open,0,0,0,0,YES,5,0,0,0,1,0,YES,220233,SUN (Solar),1.04,-45.48,61.23,YES,150,Piecewise Linear
220236,MC CAMEY 7 2,1,60682_PEARL,0,0,0,0,0,6000,0,0.1667,,,3735,Open,0,0,0,0,YES,10,0,0,0,1,0,YES,220236,SUN (Solar),1.04,-15.53,20.2,YES,50,Piecewise Linear
220241,MARATHON 2 4,1,60989_PV1,0,0,0,0,0,6000,0,12,,,3736,Open,0,0,0,0,YES,10,0,0,0,1,0,YES,220241,SUN (Solar),1.04,-14.49,18.2,YES,50,Piecewise Linear
220245,MC CAMEY 8 2,1,61368_PV1,0,0,0,0,0,0,0,>12,,,3738,Open,0,0,0,0,YES,5,0,0,0,1,0,YES,220245,SUN (Solar),1.04,-56.35,77.44,YES,182,Piecewise Linear
220247,LAMESA 3 2,1,61697_IVORY,0,0,0,0,0,0,0,12,,,3739,Open,0,0,0,0,YES,10,0,0,0,1,0,YES,220247,SUN (Solar),1.04,-15.58,23.62,YES,50,Piecewise Linear
220250,KERMIT 2 3,1,61906_PHOEB,0,0,0,0,0,0,0,1,,,3740,Open,0,0,0,0,YES,10,0,0,0,1,0,YES,220250,SUN (Solar),1.04,-74.55,81.55,YES,250,Piecewise Linear
220253,PECOS 3 2,1,62415_WOTP1,0,0,0,0,0,0,0,1,,,3741,Open,0,0,0,0,YES,10,0,0,0,1,0,YES,220253,SUN (Solar),1.04,-33.44,33.66,YES,100,Piecewise Linear
220256,ANDREWS 3 2,1,62448_LAP,0,0,0,0,0,0,0,1,,,3742,Open,0,0,0,0,YES,10,0,0,0,1,0,YES,220256,SUN (Solar),1.04,-25.65,35.98,YES,100,Piecewise Linear
230259,DONIE 3 3,1,298_2,115,11.5,24,24,12,60,14,0.1667,,,3991,Closed,858,81.46,240.88,858,YES,10,0,0,0,1.7,0,YES,230257,BIT (Bituminous Coal),1.039,-254.56,399.83,YES,858,Piecewise Linear
230260,DONIE 3 4,1,298_1,115,11.5,24,24,12,60,14,0.1667,,,3991,Closed,831,81.46,367.01,831,YES,10,0,0,0,1.7,0,YES,230257,BIT (Bituminous Coal),1.039,-286.52,387.25,YES,831,Piecewise Linear
230262,BRYAN 13 2,1,3561_7,35,3.5,1,1,1,840,0,0.1667,,,3992,Closed,6.93,7.38,6.93,21,YES,10,0,0,0,3.238,0,YES,230262,NG (Natural Gas),1.04,-6.86,10.69,YES,21,Piecewise Linear
230264,FAYETTEVILLE 2 2,1,6179_1,115,11.5,24,24,12,60,14,12,3.5,1.5,3993,Closed,452,5.27,64.35,590,YES,10,0,0,0,1.7,0,YES,230263,BIT (Bituminous Coal),1.04,-179.01,274.94,YES,590,Piecewise Linear
230265,FAYETTEVILLE 2 3,1,6179_2,115,11.5,24,24,12,60,14,12,3.5,1.5,3993,Closed,452,5.27,103.59,590,YES,10,0,0,0,1.7,0,YES,230263,BIT (Bituminous Coal),1.04,-160.09,274.94,YES,590,Piecewise Linear
230266,FAYETTEVILLE 2 4,1,6179_3,115,11.5,24,24,12,60,14,12,3.5,1.5,3993,Closed,435,5.27,94.98,435,YES,10,0,0,0,1.7,0,YES,230263,BIT (Bituminous Coal),1.04,-119.21,202.71,YES,435,Piecewise Linear
230271,FRANKLIN 6 5,1,6180_OG1,115,11.5,24,24,12,60,14,12,3.5,1.5,3994,Closed,855,115.56,136.41,855,YES,10,0,0,0,1.6,0,YES,230267,BIT (Bituminous Coal),1.041,-229.19,398.43,YES,855,Piecewise Linear
230272,FRANKLIN 6 6,1,6180_OG2,115,11.5,24,24,12,60,14,1,,,3994,Closed,855,115.56,393.76,855,YES,10,0,0,0,1.6,0,YES,230267,BIT (Bituminous Coal),1.041,-284.34,398.43,YES,855,Piecewise Linear
230275,MUMFORD 2 3,1,6243_3,35,3.5,1,1,1,840,0,1,,0.25,3995,Closed,47.1,3.24,7.3,47.1,YES,10,0,0,0,2.926,0,YES,230275,NG (Natural Gas),1.04,-13.18,23.97,YES,47.1,Piecewise Linear
230275,MUMFORD 2 3,2,6243_2,35,3.5,1,1,1,840,0,1,,0.25,3995,Closed,47.1,3.24,11.71,47.1,YES,10,0,0,0,3.441,0,YES,230275,NG (Natural Gas),1.04,-15.72,23.97,YES,47.1,Piecewise Linear
230276,MUMFORD 2 4,1,6243_1,100,10,8,8,8,60,5,0.1667,,,3995,Closed,16.3,55.99,16.3,110,YES,10,0,0,0,3.064,0,YES,230273,NG (Natural Gas),1.04,-34.53,55.99,YES,110,Piecewise Linear
230281,BREMOND 4 5,1,7030_1,160,16,24,24,12,60,9,1,,,3996,Closed,152,-2.71,50.02,152,YES,10,0,0,0,1.6,0,YES,230281,BIT (Bituminous Coal),1.04,-39.34,70.83,YES,152,Piecewise Linear
230282,BREMOND 4 6,1,7030_2,160,16,24,24,12,60,9,1,,,3996,Closed,153,-2.97,44.23,153,YES,10,0,0,0,1.6,0,YES,230282,BIT (Bituminous Coal),1.04,-43,71.3,YES,153,Piecewise Linear
230284,SHIRO 3 2,1,55062_STG1,85,8.5,6,6,4,840,0,1,,,3997,Closed,172.07,-22.46,172.07,395,YES,10,0,0,0,3.505,0,YES,230283,NG (Natural Gas),1.04,-130.31,201.06,YES,395,Piecewise Linear
230285,SHIRO 3 3,1,55062_GTG1,85,8.5,6,6,4,840,0,0.1667,,,3997,Closed,46.13,-0.25,46.13,155,YES,5,0,0,0,3.628,0,YES,230285,NG (Natural Gas),1.04,-48.95,78.9,YES,155,Piecewise Linear
230286,SHIRO 3 4,1,55062_GTG2,85,8.5,6,6,4,840,0,0.1667,,,3997,Closed,155,0.86,67.33,155,YES,5,0,0,0,3.012,0,YES,230286,NG (Natural Gas),1.04,-54.08,78.9,YES,155,Piecewise Linear
230287,SHIRO 3 5,1,55062_GTG3,85,8.5,6,6,4,840,0,0.1667,,,3997,Closed,39.45,-0.52,39.45,155,YES,5,0,0,0,3.354,0,YES,230287,NG (Natural Gas),1.04,-43.13,78.9,YES,155,Piecewise Linear
230290,COLLEGE STATION 12 3,1,58151_GTG01,85,8.5,6,6,4,840,0,0.1667,,,3998,Closed,7.29,3.26,7.29,32.4,YES,6,0,0,0,3.537,0,YES,230290,NG (Natural Gas),1.04,-8.18,16.49,YES,32.4,Piecewise Linear
230290,COLLEGE STATION 12 3,2,58151_STG02,85,8.5,6,6,4,840,0,0.1667,,,3998,Closed,5.31,3.26,5.31,11,YES,10,0,0,0,3.024,0,YES,230290,NG (Natural Gas),1.04,-3.16,5.6,YES,11,Piecewise Linear
230293,ROCK ISLAND 2 2,1,59938_UNIT2,35,3.5,0,0,0,840,0,12,,,3999,Closed,8.3,-0.18,3.51,8.3,YES,10,0,0,0,3.446,0,YES,230293,NG (Natural Gas),1.04,-2.15,4.22,YES,8.3,Piecewise Linear
230293,ROCK ISLAND 2 2,2,59938_UNIT1,35,3.5,0,0,0,840,0,12,,,3999,Closed,8.3,-0.18,2.61,8.3,YES,10,0,0,0,2.943,0,YES,230293,NG (Natural Gas),1.04,-2.89,4.22,YES,8.3,Piecewise Linear
230294,ROCK ISLAND 2 3,1,59938_UNIT4,35,3.5,0,0,0,840,0,12,,,3999,Closed,8.3,-0.18,1.05,8.3,YES,10,0,0,0,3.367,0,YES,230294,NG (Natural Gas),1.04,-2.61,4.22,YES,8.3,Piecewise Linear
230294,ROCK ISLAND 2 3,2,59938_UNIT3,35,3.5,0,0,0,840,0,1,,,3999,Closed,8.3,-0.18,3.66,8.3,YES,10,0,0,0,2.993,0,YES,230294,NG (Natural Gas),1.04,-2.52,4.22,YES,8.3,Piecewise Linear
230295,ROCK ISLAND 2 4,1,59938_UNIT6,35,3.5,0,0,0,840,0,1,,,3999,Closed,8.3,-0.3,2.67,8.3,YES,10,0,0,0,3.093,0,YES,230295,NG (Natural Gas),1.04,-2.29,4.22,YES,8.3,Piecewise Linear
230295,ROCK ISLAND 2 4,2,59938_UNIT5,35,3.5,0,0,0,840,0,0.1667,,,3999,Closed,8.3,-0.3,2.57,8.3,YES,10,0,0,0,3.233,0,YES,230295,NG (Natural Gas),1.04,-2.82,4.22,YES,8.3,Piecewise Linear
240195,COLORADO CITY 3 2,1,3492_CT1,35,3.5,1,1,1,840,0,1,,0.25,4181,Closed,6.7,-17.01,6.7,67,YES,10,0,0,0,3.21,0,YES,240195,NG (Natural Gas),1.04,-17.01,34.1,YES,67,Piecewise Linear
240196,COLORADO CITY 3 3,1,3492_CT2,35,3.5,1,1,1,840,0,1,,0.25,4181,Closed,8.1,-14.39,8.1,66,YES,10,0,0,0,3.324,0,YES,240196,NG (Natural Gas),1.04,-17.74,33.59,YES,66,Piecewise Linear
240197,COLORADO CITY 3 4,1,3492_CT3,35,3.5,1,1,1,840,0,1,,0.25,4181,Closed,13.99,-13.5,13.99,66,YES,10,0,0,0,3.173,0,YES,240197,NG (Natural Gas),1.04,-16.88,33.59,YES,66,Piecewise Linear
240198,COLORADO CITY 3 5,1,3492_CT4,35,3.5,1,1,1,840,0,1,,0.25,4181,Closed,10.38,-14.09,10.38,67,YES,10,0,0,0,3.357,0,YES,240198,NG (Natural Gas),1.04,-22,34.1,YES,67,Piecewise Linear
240199,COLORADO CITY 3 6,1,3492_CT5,35,3.5,1,1,1,840,0,>12,3,1.5,4181,Closed,27.81,-13.45,27.81,68,YES,10,0,0,0,3.083,0,YES,240199,NG (Natural Gas),1.04,-21.56,34.61,YES,68,Piecewise Linear
240200,COLORADO CITY 3 7,1,3492_CT6,35,3.5,1,1,1,840,0,>12,3,1.5,4181,Closed,12.45,-17.53,12.45,68,YES,10,0,0,0,3.025,0,YES,240200,NG (Natural Gas),1.04,-17.53,34.61,YES,68,Piecewise Linear
240202,LAUGHLIN A F B 10 2,1,6128_1,0,0,0,0,0,6000,0,0.1667,,,4182,Closed,29,-9.75,3.88,29,YES,10,0,0,0,1,0,YES,240202,WAT (Water),1.04,-9.75,11.14,YES,29,Piecewise Linear
240202,LAUGHLIN A F B 10 2,2,6128_2,0,0,0,0,0,6000,0,0.1667,,,4182,Closed,29,-9.4,7.33,29,YES,10,0,0,0,1,0,YES,240202,WAT (Water),1.04,-9.4,11.14,YES,29,Piecewise Linear
240210,TRENT 1 3,1,55968_WTG1,0,0,0,0,0,6000,0,1,,,4184,Closed,105.71,-25.24,0,105.71,YES,10,0,0,0,1,0,YES,240210,WND (Wind),1.04,-48.16,57.7,YES,152,Piecewise Linear
240212,SWEETWATER 2 2,1,56211_SW1,0,0,0,0,0,6000,0,0.1667,,,4185,Closed,25.57,-2.63,0,25.57,YES,10,0,0,0,1,0,YES,240212,WND (Wind),1.04,-10.79,12.33,YES,37.5,Piecewise Linear
240214,SWEETWATER 3 2,1,56212_SW2,0,0,0,0,0,6000,0,0.1667,,,4186,Closed,19.62,-3.82,0,19.62,YES,10,0,0,0,1,0,YES,240214,WND (Wind),1.04,-28.04,29.96,YES,98.8,Piecewise Linear
240217,NOLAN 3 3,1,56240_1,0,0,0,0,0,6000,0,0.1667,,,4187,Closed,108.54,-15.77,0,108.54,YES,10,0,0,0,1,0,YES,240217,WND (Wind),1.04,-41.35,57.84,YES,120.6,Piecewise Linear
240219,TYE 3 2,1,56270_1,0,0,0,0,0,6000,0,0.1667,,,4188,Closed,67.65,-15.12,0,67.65,YES,10,0,0,0,1,0,YES,240219,WND (Wind),1.04,-35.34,52.79,YES,114,Piecewise Linear
240221,WINGATE 3 2,1,56291_3,0,0,0,0,0,6000,0,0.1667,,,4189,Closed,223.09,-92.59,0,223.09,YES,10,0,0,0,1,0,YES,240220,WND (Wind),1.031,-92.59,129.27,YES,299,Piecewise Linear
